County,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Talbot,4563.0,1.0,1.0,3.0,0.0,5.0,8.0,2.0,6.0,0.0,16.0,192.0,333.0,96.0,0.0,621.0,7.0,2.0,2.0,0.0,11.0,11.0,6.0,5.0,0.0,22.0,2.0,4.0,1.0,0.0,7.0,8.0,7.0,3.0,0.0,18.0,79.0,70.0,66.0,0.0,215.0,23.0,14.0,23.0,0.0,60.0,10.0,10.0,6.0,0.0,26.0,22.0,32.0,30.0,0.0,84.0,20.0,17.0,13.0,0.0,50.0,225.0,320.0,131.0,1.0,677.0,11.0,7.0,11.0,0.0,29.0,6.0,5.0,3.0,0.0,14.0,1.0,2.0,0.0,0.0,3.0,5.0,6.0,9.0,0.0,20.0,7.0,4.0,5.0,0.0,16.0,348.0,448.0,735.0,0.0,1531.0,10.0,11.0,6.0,0.0,27.0,3452.0
Taliaferro,1245.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0,38.0,87.0,25.0,0.0,150.0,0.0,1.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,8.0,2.0,2.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,5.0,26.0,47.0,39.0,0.0,112.0,3.0,11.0,4.0,0.0,18.0,1.0,4.0,1.0,0.0,6.0,3.0,4.0,5.0,0.0,12.0,3.0,9.0,4.0,0.0,16.0,48.0,96.0,34.0,0.0,178.0,5.0,3.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,57.0,132.0,154.0,0.0,343.0,1.0,1.0,2.0,0.0,4.0,884.0
Tattnall,12184.0,10.0,10.0,6.0,0.0,26.0,11.0,20.0,12.0,0.0,43.0,520.0,1491.0,321.0,0.0,2332.0,5.0,11.0,4.0,0.0,20.0,40.0,76.0,13.0,0.0,129.0,7.0,8.0,8.0,0.0,23.0,15.0,46.0,12.0,0.0,73.0,91.0,176.0,61.0,0.0,328.0,25.0,55.0,18.0,0.0,98.0,33.0,48.0,14.0,0.0,95.0,34.0,43.0,25.0,0.0,102.0,32.0,79.0,19.0,0.0,130.0,783.0,1834.0,430.0,0.0,3047.0,8.0,16.0,12.0,0.0,36.0,20.0,18.0,3.0,0.0,41.0,4.0,7.0,2.0,0.0,13.0,1.0,10.0,7.0,0.0,18.0,50.0,95.0,15.0,0.0,160.0,218.0,639.0,343.0,0.0,1200.0,5.0,11.0,7.0,0.0,23.0,7937.0
Taylor,5400.0,5.0,6.0,2.0,0.0,13.0,2.0,6.0,2.0,0.0,10.0,143.0,786.0,117.0,4.0,1050.0,0.0,6.0,0.0,0.0,6.0,5.0,35.0,10.0,0.0,50.0,2.0,4.0,0.0,1.0,7.0,5.0,15.0,0.0,0.0,20.0,52.0,108.0,49.0,0.0,209.0,9.0,20.0,8.0,0.0,37.0,6.0,30.0,4.0,2.0,42.0,7.0,22.0,12.0,0.0,41.0,15.0,21.0,14.0,0.0,50.0,157.0,849.0,162.0,5.0,1173.0,3.0,8.0,2.0,0.0,13.0,2.0,10.0,1.0,0.0,13.0,0.0,2.0,5.0,0.0,7.0,1.0,5.0,6.0,0.0,12.0,11.0,21.0,2.0,0.0,34.0,193.0,399.0,368.0,2.0,962.0,7.0,9.0,3.0,1.0,20.0,3769.0
Telfair,6032.0,5.0,3.0,2.0,0.0,10.0,3.0,6.0,4.0,0.0,13.0,387.0,748.0,158.0,0.0,1293.0,1.0,3.0,0.0,0.0,4.0,20.0,23.0,1.0,0.0,44.0,6.0,2.0,1.0,0.0,9.0,12.0,13.0,4.0,2.0,31.0,64.0,93.0,40.0,3.0,200.0,7.0,23.0,10.0,0.0,40.0,20.0,20.0,2.0,0.0,42.0,14.0,31.0,65.0,0.0,110.0,15.0,32.0,15.0,0.0,62.0,406.0,591.0,189.0,1.0,1187.0,6.0,8.0,5.0,0.0,19.0,5.0,3.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,45.0,45.0,3.0,0.0,93.0,205.0,351.0,443.0,4.0,1003.0,5.0,8.0,2.0,0.0,15.0,4189.0
Terrell,6594.0,2.0,3.0,8.0,0.0,13.0,3.0,1.0,7.0,0.0,11.0,255.0,453.0,116.0,0.0,824.0,3.0,7.0,4.0,0.0,14.0,13.0,24.0,2.0,0.0,39.0,6.0,6.0,2.0,0.0,14.0,11.0,8.0,1.0,0.0,20.0,132.0,165.0,87.0,0.0,384.0,25.0,25.0,21.0,0.0,71.0,16.0,11.0,5.0,0.0,32.0,31.0,54.0,32.0,0.0,117.0,30.0,39.0,24.0,0.0,93.0,350.0,555.0,153.0,0.0,1058.0,12.0,23.0,7.0,0.0,42.0,9.0,7.0,2.0,0.0,18.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,9.0,0.0,17.0,16.0,9.0,2.0,0.0,27.0,294.0,615.0,598.0,1.0,1508.0,13.0,16.0,13.0,0.0,42.0,4348.0
Thomas,30028.0,17.0,39.0,22.0,0.0,78.0,38.0,54.0,28.0,0.0,120.0,1144.0,3843.0,772.0,0.0,5759.0,18.0,25.0,16.0,0.0,59.0,83.0,304.0,31.0,0.0,418.0,18.0,38.0,13.0,0.0,69.0,71.0,184.0,26.0,1.0,282.0,369.0,1164.0,418.0,2.0,1953.0,108.0,318.0,131.0,0.0,557.0,68.0,189.0,20.0,0.0,277.0,107.0,333.0,127.0,0.0,567.0,109.0,434.0,149.0,0.0,692.0,1158.0,3769.0,798.0,0.0,5725.0,52.0,146.0,31.0,0.0,229.0,42.0,54.0,13.0,0.0,109.0,9.0,18.0,7.0,0.0,34.0,10.0,50.0,52.0,0.0,112.0,82.0,186.0,25.0,0.0,293.0,591.0,1985.0,1231.0,2.0,3809.0,23.0,51.0,37.0,0.0,111.0,21253.0
Tift,24449.0,12.0,14.0,10.0,0.0,36.0,7.0,36.0,24.0,0.0,67.0,1040.0,2910.0,521.0,2.0,4473.0,7.0,20.0,3.0,0.0,30.0,65.0,97.0,14.0,0.0,176.0,10.0,25.0,7.0,0.0,42.0,37.0,64.0,11.0,1.0,113.0,191.0,355.0,158.0,9.0,713.0,37.0,112.0,51.0,0.0,200.0,50.0,74.0,12.0,0.0,136.0,86.0,194.0,78.0,1.0,359.0,75.0,158.0,56.0,0.0,289.0,1403.0,3507.0,687.0,6.0,5603.0,30.0,57.0,13.0,0.0,100.0,29.0,44.0,16.0,0.0,89.0,7.0,8.0,2.0,0.0,17.0,3.0,16.0,14.0,1.0,34.0,46.0,98.0,3.0,0.0,147.0,656.0,1676.0,946.0,6.0,3284.0,18.0,45.0,16.0,0.0,79.0,15987.0
Toombs,0.0,11.0,19.0,11.0,0.0,41.0,14.0,19.0,10.0,0.0,43.0,706.0,2274.0,522.0,1.0,3503.0,3.0,6.0,9.0,0.0,18.0,59.0,84.0,16.0,0.0,159.0,9.0,11.0,1.0,0.0,21.0,38.0,50.0,14.0,0.0,102.0,112.0,198.0,145.0,1.0,456.0,24.0,57.0,35.0,0.0,116.0,54.0,67.0,18.0,0.0,139.0,50.0,79.0,54.0,0.0,183.0,35.0,91.0,49.0,0.0,175.0,751.0,2092.0,609.0,4.0,3456.0,15.0,21.0,4.0,0.0,40.0,30.0,21.0,2.0,0.0,53.0,6.0,7.0,4.0,0.0,17.0,4.0,9.0,8.0,0.0,21.0,113.0,178.0,24.0,0.0,315.0,311.0,756.0,690.0,3.0,1760.0,9.0,19.0,5.0,0.0,33.0,10651.0
Towns,10693.0,9.0,5.0,2.0,0.0,16.0,4.0,12.0,7.0,0.0,23.0,588.0,2655.0,751.0,5.0,3999.0,2.0,5.0,3.0,0.0,10.0,14.0,49.0,15.0,2.0,80.0,4.0,8.0,4.0,0.0,16.0,16.0,35.0,9.0,0.0,60.0,20.0,83.0,65.0,0.0,168.0,4.0,14.0,9.0,0.0,27.0,16.0,26.0,6.0,0.0,48.0,2.0,24.0,17.0,0.0,43.0,17.0,88.0,58.0,0.0,163.0,297.0,1308.0,430.0,1.0,2036.0,4.0,13.0,14.0,0.0,31.0,9.0,16.0,4.0,0.0,29.0,1.0,5.0,1.0,0.0,7.0,1.0,3.0,8.0,0.0,12.0,18.0,25.0,2.0,0.0,45.0,74.0,449.0,494.0,0.0,1017.0,1.0,7.0,8.0,1.0,17.0,7847.0
Treutlen,0.0,0.0,6.0,4.0,0.0,10.0,5.0,11.0,4.0,0.0,20.0,156.0,644.0,117.0,0.0,917.0,3.0,1.0,3.0,0.0,7.0,15.0,34.0,1.0,0.0,50.0,1.0,2.0,0.0,0.0,3.0,6.0,18.0,0.0,0.0,24.0,23.0,106.0,44.0,0.0,173.0,4.0,27.0,12.0,0.0,43.0,11.0,18.0,1.0,0.0,30.0,6.0,27.0,13.0,0.0,46.0,10.0,25.0,16.0,0.0,51.0,198.0,624.0,143.0,0.0,965.0,4.0,6.0,1.0,0.0,11.0,5.0,2.0,2.0,0.0,9.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,10.0,25.0,3.0,0.0,38.0,68.0,311.0,172.0,0.0,551.0,3.0,3.0,4.0,0.0,10.0,2965.0
Troup,42964.0,26.0,36.0,16.0,0.0,78.0,40.0,35.0,30.0,1.0,106.0,1710.0,4429.0,1224.0,20.0,7383.0,17.0,26.0,23.0,0.0,66.0,119.0,216.0,38.0,3.0,376.0,32.0,21.0,10.0,0.0,63.0,122.0,179.0,26.0,5.0,332.0,522.0,870.0,348.0,9.0,1749.0,139.0,190.0,96.0,2.0,427.0,111.0,128.0,19.0,1.0,259.0,178.0,282.0,120.0,1.0,581.0,184.0,300.0,130.0,2.0,616.0,2323.0,5245.0,1584.0,11.0,9163.0,60.0,97.0,25.0,1.0,183.0,61.0,73.0,21.0,1.0,156.0,25.0,25.0,6.0,0.0,56.0,12.0,24.0,36.0,0.0,72.0,87.0,150.0,17.0,2.0,256.0,1653.0,3348.0,2457.0,14.0,7472.0,45.0,68.0,31.0,0.0,144.0,29538.0
Turner,5582.0,8.0,6.0,1.0,0.0,15.0,2.0,10.0,4.0,0.0,16.0,135.0,631.0,90.0,0.0,856.0,1.0,2.0,1.0,0.0,4.0,6.0,27.0,4.0,0.0,37.0,2.0,9.0,4.0,0.0,15.0,2.0,16.0,6.0,0.0,24.0,68.0,99.0,31.0,0.0,198.0,17.0,31.0,11.0,0.0,59.0,11.0,20.0,0.0,0.0,31.0,20.0,54.0,19.0,0.0,93.0,15.0,40.0,10.0,0.0,65.0,196.0,981.0,132.0,1.0,1310.0,11.0,15.0,4.0,0.0,30.0,12.0,12.0,1.0,0.0,25.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,10.0,8.0,26.0,1.0,1.0,36.0,179.0,503.0,184.0,0.0,866.0,6.0,14.0,5.0,0.0,25.0,3717.0
Twiggs,6304.0,4.0,2.0,8.0,0.0,14.0,4.0,2.0,7.0,0.0,13.0,291.0,503.0,115.0,0.0,909.0,2.0,2.0,0.0,0.0,4.0,15.0,21.0,3.0,0.0,39.0,3.0,2.0,0.0,0.0,5.0,9.0,9.0,2.0,0.0,20.0,59.0,91.0,59.0,2.0,211.0,25.0,21.0,22.0,0.0,68.0,17.0,13.0,4.0,0.0,34.0,15.0,24.0,22.0,1.0,62.0,20.0,29.0,15.0,0.0,64.0,465.0,629.0,177.0,0.0,1271.0,7.0,21.0,4.0,0.0,32.0,10.0,5.0,2.0,0.0,17.0,1.0,0.0,2.0,0.0,3.0,0.0,6.0,3.0,0.0,9.0,9.0,19.0,3.0,0.0,31.0,296.0,663.0,549.0,0.0,1508.0,6.0,15.0,9.0,0.0,30.0,4344.0
Union,19201.0,7.0,11.0,6.0,0.0,24.0,8.0,15.0,10.0,0.0,33.0,2142.0,4502.0,1449.0,7.0,8100.0,5.0,11.0,16.0,0.0,32.0,48.0,88.0,23.0,1.0,160.0,4.0,11.0,2.0,0.0,17.0,32.0,55.0,17.0,1.0,105.0,36.0,133.0,117.0,0.0,286.0,11.0,27.0,9.0,0.0,47.0,28.0,52.0,10.0,1.0,91.0,13.0,28.0,20.0,0.0,61.0,41.0,114.0,85.0,0.0,240.0,1009.0,2178.0,758.0,0.0,3945.0,12.0,26.0,11.0,0.0,49.0,27.0,28.0,17.0,0.0,72.0,7.0,12.0,4.0,0.0,23.0,4.0,14.0,17.0,0.0,35.0,42.0,47.0,7.0,0.0,96.0,196.0,801.0,907.0,0.0,1904.0,5.0,16.0,21.0,0.0,42.0,15362.0
Upson,18175.0,9.0,17.0,9.0,0.0,35.0,8.0,11.0,11.0,0.0,30.0,518.0,2642.0,478.0,1.0,3639.0,7.0,6.0,10.0,0.0,23.0,57.0,100.0,18.0,0.0,175.0,9.0,17.0,3.0,0.0,29.0,27.0,77.0,11.0,0.0,115.0,111.0,245.0,102.0,0.0,458.0,42.0,93.0,39.0,0.0,174.0,26.0,67.0,4.0,0.0,97.0,27.0,79.0,29.0,0.0,135.0,38.0,91.0,39.0,0.0,168.0,634.0,2951.0,651.0,3.0,4239.0,13.0,42.0,11.0,0.0,66.0,26.0,31.0,13.0,0.0,70.0,7.0,6.0,2.0,0.0,15.0,6.0,9.0,11.0,0.0,26.0,20.0,83.0,7.0,0.0,110.0,413.0,1416.0,1250.0,0.0,3079.0,7.0,17.0,16.0,0.0,40.0,12723.0
Walker,42924.0,42.0,47.0,23.0,0.0,112.0,54.0,45.0,45.0,0.0,144.0,1758.0,4682.0,1260.0,4.0,7704.0,29.0,45.0,31.0,0.0,105.0,228.0,468.0,93.0,0.0,789.0,63.0,116.0,32.0,0.0,211.0,194.0,322.0,64.0,0.0,580.0,171.0,505.0,346.0,0.0,1022.0,56.0,162.0,79.0,2.0,299.0,174.0,308.0,46.0,1.0,529.0,59.0,126.0,76.0,0.0,261.0,186.0,424.0,318.0,0.0,928.0,2773.0,7484.0,2000.0,1.0,12258.0,47.0,97.0,38.0,0.0,182.0,121.0,125.0,49.0,0.0,295.0,27.0,39.0,8.0,0.0,74.0,18.0,62.0,73.0,0.0,153.0,176.0,408.0,48.0,1.0,633.0,309.0,915.0,889.0,0.0,2113.0,25.0,48.0,71.0,0.0,144.0,28536.0
Walton,70006.0,29.0,39.0,28.0,0.0,96.0,50.0,68.0,30.0,0.0,148.0,2626.0,7624.0,2065.0,0.0,12315.0,33.0,43.0,16.0,0.0,92.0,169.0,342.0,104.0,0.0,615.0,35.0,59.0,20.0,0.0,114.0,151.0,247.0,45.0,0.0,443.0,375.0,926.0,410.0,0.0,1711.0,112.0,246.0,133.0,0.0,491.0,148.0,236.0,42.0,0.0,426.0,103.0,306.0,120.0,0.0,529.0,132.0,348.0,186.0,0.0,666.0,5500.0,13502.0,3676.0,0.0,22678.0,57.0,126.0,35.0,0.0,218.0,166.0,186.0,62.0,0.0,414.0,23.0,48.0,11.0,0.0,82.0,9.0,27.0,31.0,0.0,67.0,124.0,254.0,47.0,0.0,425.0,1268.0,4083.0,3066.0,0.0,8417.0,31.0,100.0,58.0,0.0,189.0,50136.0
Ware,21994.0,15.0,20.0,10.0,0.0,45.0,16.0,28.0,20.0,0.0,64.0,1344.0,3227.0,768.0,0.0,5339.0,6.0,15.0,8.0,0.0,29.0,78.0,166.0,38.0,0.0,282.0,11.0,20.0,8.0,0.0,39.0,41.0,87.0,30.0,0.0,158.0,140.0,515.0,284.0,0.0,939.0,72.0,194.0,99.0,0.0,365.0,60.0,91.0,18.0,0.0,169.0,55.0,181.0,117.0,0.0,353.0,59.0,180.0,82.0,0.0,321.0,840.0,1958.0,525.0,0.0,3323.0,23.0,61.0,34.0,0.0,118.0,40.0,26.0,6.0,0.0,72.0,6.0,20.0,1.0,0.0,27.0,8.0,28.0,18.0,0.0,54.0,93.0,200.0,29.0,0.0,322.0,174.0,769.0,819.0,0.0,1762.0,4.0,37.0,24.0,0.0,65.0,13846.0
Warren,3785.0,2.0,6.0,3.0,0.0,11.0,2.0,4.0,4.0,0.0,10.0,69.0,297.0,85.0,0.0,451.0,2.0,1.0,3.0,0.0,6.0,3.0,14.0,3.0,0.0,20.0,2.0,1.0,0.0,0.0,3.0,0.0,12.0,1.0,0.0,13.0,70.0,112.0,67.0,0.0,249.0,15.0,41.0,16.0,0.0,72.0,2.0,10.0,4.0,0.0,16.0,21.0,45.0,23.0,0.0,89.0,14.0,37.0,11.0,0.0,62.0,107.0,413.0,115.0,0.0,635.0,6.0,9.0,8.0,0.0,23.0,2.0,6.0,0.0,0.0,8.0,2.0,1.0,2.0,0.0,5.0,7.0,26.0,52.0,0.0,85.0,2.0,5.0,2.0,0.0,9.0,151.0,350.0,328.0,0.0,829.0,5.0,6.0,6.0,0.0,17.0,2613.0
Washington,12990.0,9.0,7.0,7.0,0.0,23.0,8.0,5.0,5.0,0.0,18.0,549.0,1086.0,274.0,2.0,1911.0,7.0,8.0,10.0,0.0,25.0,27.0,31.0,5.0,0.0,63.0,10.0,12.0,3.0,0.0,25.0,23.0,32.0,13.0,0.0,68.0,192.0,339.0,222.0,1.0,754.0,46.0,68.0,64.0,0.0,178.0,29.0,25.0,8.0,0.0,62.0,81.0,119.0,71.0,0.0,271.0,37.0,69.0,37.0,0.0,143.0,760.0,1192.0,421.0,3.0,2376.0,12.0,28.0,10.0,0.0,50.0,10.0,6.0,2.0,0.0,18.0,6.0,4.0,2.0,0.0,12.0,14.0,12.0,30.0,0.0,56.0,22.0,17.0,4.0,0.0,43.0,656.0,1140.0,1247.0,3.0,3046.0,15.0,25.0,15.0,0.0,55.0,9197.0
Wayne,18104.0,11.0,14.0,6.0,0.0,31.0,9.0,14.0,13.0,0.0,36.0,923.0,2494.0,595.0,3.0,4015.0,7.0,8.0,8.0,0.0,23.0,57.0,140.0,28.0,0.0,225.0,10.0,15.0,1.0,0.0,26.0,42.0,90.0,14.0,0.0,146.0,65.0,216.0,97.0,0.0,378.0,35.0,86.0,25.0,0.0,146.0,86.0,139.0,13.0,0.0,238.0,22.0,60.0,28.0,0.0,110.0,40.0,97.0,34.0,0.0,171.0,1195.0,2946.0,648.0,2.0,4791.0,11.0,38.0,7.0,0.0,56.0,23.0,30.0,7.0,0.0,60.0,9.0,13.0,5.0,0.0,27.0,3.0,6.0,6.0,0.0,15.0,74.0,174.0,16.0,1.0,265.0,267.0,932.0,459.0,2.0,1660.0,14.0,21.0,19.0,0.0,54.0,12473.0
Webster,1705.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,62.0,244.0,56.0,0.0,362.0,0.0,1.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,7.0,2.0,4.0,2.0,0.0,8.0,3.0,4.0,2.0,0.0,9.0,22.0,36.0,28.0,0.0,86.0,5.0,8.0,5.0,0.0,18.0,3.0,4.0,0.0,0.0,7.0,3.0,12.0,14.0,0.0,29.0,6.0,15.0,4.0,0.0,25.0,60.0,211.0,53.0,0.0,324.0,5.0,3.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,6.0,2.0,5.0,1.0,0.0,8.0,95.0,189.0,159.0,0.0,443.0,2.0,3.0,5.0,0.0,10.0,1359.0
Wheeler,0.0,2.0,5.0,0.0,0.0,7.0,2.0,4.0,2.0,0.0,8.0,174.0,442.0,78.0,0.0,694.0,2.0,2.0,1.0,0.0,5.0,9.0,26.0,11.0,0.0,46.0,3.0,2.0,0.0,0.0,5.0,10.0,6.0,2.0,0.0,18.0,33.0,43.0,22.0,0.0,98.0,4.0,7.0,6.0,0.0,17.0,17.0,15.0,2.0,0.0,34.0,13.0,13.0,8.0,0.0,34.0,9.0,15.0,7.0,0.0,31.0,198.0,386.0,104.0,0.0,688.0,5.0,6.0,1.0,0.0,12.0,3.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,6.0,11.0,36.0,4.0,0.0,51.0,121.0,210.0,129.0,0.0,460.0,2.0,3.0,2.0,0.0,7.0,2228.0
White,20622.0,9.0,8.0,9.0,0.0,26.0,11.0,17.0,12.0,0.0,40.0,2047.0,4193.0,1327.0,4.0,7571.0,7.0,17.0,5.0,0.0,29.0,57.0,72.0,23.0,0.0,152.0,9.0,9.0,9.0,0.0,27.0,64.0,73.0,16.0,0.0,153.0,55.0,105.0,100.0,0.0,260.0,9.0,29.0,12.0,0.0,50.0,36.0,68.0,10.0,0.0,114.0,14.0,30.0,17.0,0.0,61.0,41.0,106.0,62.0,0.0,209.0,1147.0,2169.0,716.0,1.0,4033.0,5.0,25.0,3.0,0.0,33.0,48.0,51.0,15.0,0.0,114.0,8.0,11.0,9.0,0.0,28.0,2.0,2.0,8.0,0.0,12.0,38.0,48.0,9.0,0.0,95.0,239.0,692.0,673.0,0.0,1604.0,10.0,14.0,11.0,0.0,35.0,14646.0
Whitfield,54749.0,87.0,64.0,29.0,1.0,181.0,60.0,69.0,47.0,0.0,176.0,3112.0,4929.0,1397.0,17.0,9455.0,52.0,68.0,39.0,1.0,160.0,302.0,378.0,81.0,5.0,766.0,74.0,81.0,28.0,1.0,184.0,264.0,328.0,61.0,4.0,657.0,702.0,1224.0,497.0,6.0,2429.0,159.0,290.0,103.0,0.0,552.0,216.0,280.0,58.0,1.0,555.0,208.0,317.0,136.0,0.0,661.0,376.0,659.0,279.0,0.0,1314.0,4455.0,6508.0,1928.0,14.0,12905.0,110.0,203.0,43.0,0.0,356.0,148.0,141.0,39.0,0.0,328.0,44.0,37.0,23.0,0.0,104.0,33.0,78.0,66.0,1.0,178.0,203.0,257.0,39.0,1.0,500.0,890.0,1689.0,1292.0,5.0,3876.0,79.0,106.0,71.0,0.0,256.0,35593.0
Wilcox,4661.0,4.0,7.0,3.0,0.0,14.0,4.0,6.0,2.0,0.0,12.0,300.0,624.0,127.0,0.0,1051.0,2.0,3.0,0.0,0.0,5.0,12.0,17.0,2.0,0.0,31.0,3.0,4.0,1.0,0.0,8.0,7.0,9.0,5.0,0.0,21.0,44.0,55.0,23.0,0.0,122.0,10.0,18.0,3.0,0.0,31.0,14.0,8.0,0.0,0.0,22.0,36.0,27.0,7.0,0.0,70.0,20.0,26.0,2.0,0.0,48.0,356.0,596.0,203.0,0.0,1155.0,3.0,9.0,1.0,0.0,13.0,4.0,4.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,31.0,2.0,0.0,47.0,173.0,212.0,153.0,0.0,538.0,6.0,7.0,4.0,0.0,17.0,3218.0
